Year,Country,Average_Temperature,Average_Rainfall,Item,Yield,Pesticides
2004,Chile,13.44,1522.0,Sweet potatoes,72917,9830.72
2004,Chile,13.44,1522.0,Wheat,45710,9830.72
2004,Chile,6.32,1522.0,Maize,110678,9830.72
2004,Chile,6.32,1522.0,Potatoes,192104,9830.72
2004,Chile,6.32,1522.0,"Rice, paddy",47898,9830.72
2004,Chile,6.32,1522.0,Sweet potatoes,72917,9830.72
2004,Chile,6.32,1522.0,Wheat,45710,9830.72
2005,Chile,13.06,1522.0,Maize,112285,9830.72
2005,Chile,13.06,1522.0,Potatoes,200600,9830.72
2005,Chile,13.06,1522.0,"Rice, paddy",46677,9830.72
2005,Chile,13.06,1522.0,Sweet potatoes,73171,9830.72
2005,Chile,13.06,1522.0,Wheat,44130,9830.72
2005,Chile,6.22,1522.0,Maize,112285,9830.72
2005,Chile,6.22,1522.0,Potatoes,200600,9830.72
2005,Chile,6.22,1522.0,"Rice, paddy",46677,9830.72
2005,Chile,6.22,1522.0,Sweet potatoes,73171,9830.72
2005,Chile,6.22,1522.0,Wheat,44130,9830.72
2006,Chile,13.19,1522.0,Maize,111840,9830.72
2006,Chile,13.19,1522.0,Potatoes,220155,9830.72
2006,Chile,13.19,1522.0,"Rice, paddy",57296,9830.72
2006,Chile,13.19,1522.0,Sweet potatoes,74400,9830.72
2006,Chile,13.19,1522.0,Wheat,44601,9830.72
2006,Chile,6.84,1522.0,Maize,111840,9830.72
2006,Chile,6.84,1522.0,Potatoes,220155,9830.72
2006,Chile,6.84,1522.0,"Rice, paddy",57296,9830.72
2006,Chile,6.84,1522.0,Sweet potatoes,74400,9830.72
2006,Chile,6.84,1522.0,Wheat,44601,9830.72
2007,Chile,12.31,1522.0,Maize,89302,9830.72
2007,Chile,12.31,1522.0,Potatoes,152389,9830.72
2007,Chile,12.31,1522.0,"Rice, paddy",50663,9830.72
2007,Chile,12.31,1522.0,Sweet potatoes,73077,9830.72
2007,Chile,12.31,1522.0,Wheat,47859,9830.72
2007,Chile,5.51,1522.0,Maize,89302,9830.72
2007,Chile,5.51,1522.0,Potatoes,152389,9830.72
2007,Chile,5.51,1522.0,"Rice, paddy",50663,9830.72
2007,Chile,5.51,1522.0,Sweet potatoes,73077,9830.72
2007,Chile,5.51,1522.0,Wheat,47859,9830.72
2008,Chile,13.69,1522.0,Maize,101411,9830.72
2008,Chile,13.69,1522.0,Potatoes,172591,9830.72
2008,Chile,13.69,1522.0,"Rice, paddy",57920,9830.72
2008,Chile,13.69,1522.0,Sweet potatoes,78022,9830.72
2008,Chile,13.69,1522.0,Wheat,45748,9830.72
2008,Chile,6.57,1522.0,Maize,101411,9830.72
2008,Chile,6.57,1522.0,Potatoes,172591,9830.72
2008,Chile,6.57,1522.0,"Rice, paddy",57920,9830.72
2008,Chile,6.57,1522.0,Sweet potatoes,78022,9830.72
2008,Chile,6.57,1522.0,Wheat,45748,9830.72
2009,Chile,13.04,1522.0,Maize,104956,9830.72
2009,Chile,13.04,1522.0,Potatoes,205101,9830.72
2009,Chile,13.04,1522.0,"Rice, paddy",53763,9830.72
2009,Chile,13.04,1522.0,Sweet potatoes,86799,9830.72
2009,Chile,13.04,1522.0,Wheat,40809,9830.72
2009,Chile,6.7,1522.0,Maize,104956,9830.72
2009,Chile,6.7,1522.0,Potatoes,205101,9830.72
2009,Chile,6.7,1522.0,"Rice, paddy",53763,9830.72
2009,Chile,6.7,1522.0,Sweet potatoes,86799,9830.72
2009,Chile,6.7,1522.0,Wheat,40809,9830.72
2010,Chile,12.69,1522.0,Maize,110808,9830.72
2010,Chile,12.69,1522.0,Potatoes,212986,9830.72
2010,Chile,12.69,1522.0,"Rice, paddy",38599,9830.72
2010,Chile,12.69,1522.0,Sweet potatoes,92862,9830.72
2010,Chile,12.69,1522.0,Wheat,57658,9830.72
2010,Chile,6.13,1522.0,Maize,110808,9830.72
2010,Chile,6.13,1522.0,Potatoes,212986,9830.72
2010,Chile,6.13,1522.0,"Rice, paddy",38599,9830.72
2010,Chile,6.13,1522.0,Sweet potatoes,92862,9830.72
2010,Chile,6.13,1522.0,Wheat,57658,9830.72
2011,Chile,13.25,1522.0,Maize,119978,9830.72
2011,Chile,13.25,1522.0,Potatoes,312460,9830.72
2011,Chile,13.25,1522.0,"Rice, paddy",51899,9830.72
2011,Chile,13.25,1522.0,Sweet potatoes,99022,9830.72
2011,Chile,13.25,1522.0,Wheat,58060,9830.72
2011,Chile,6.27,1522.0,Maize,119978,9830.72
2011,Chile,6.27,1522.0,Potatoes,312460,9830.72
2011,Chile,6.27,1522.0,"Rice, paddy",51899,9830.72
2011,Chile,6.27,1522.0,Sweet potatoes,99022,9830.72
2011,Chile,6.27,1522.0,Wheat,58060,9830.72
2012,Chile,13.48,1522.0,Maize,107224,9830.72
2012,Chile,13.48,1522.0,Potatoes,263269,9830.72
2012,Chile,13.48,1522.0,"Rice, paddy",62435,9830.72
2012,Chile,13.48,1522.0,Sweet potatoes,107692,9830.72
2012,Chile,13.48,1522.0,Wheat,49468,9830.72
2012,Chile,6.82,1522.0,Maize,107224,9830.72
2012,Chile,6.82,1522.0,Potatoes,263269,9830.72
2012,Chile,6.82,1522.0,"Rice, paddy",62435,9830.72
2012,Chile,6.82,1522.0,Sweet potatoes,107692,9830.72
2012,Chile,6.82,1522.0,Wheat,49468,9830.72
2013,Chile,13.07,1522.0,Maize,106321,9830.72
2013,Chile,13.07,1522.0,Potatoes,233767,9830.72
2013,Chile,13.07,1522.0,"Rice, paddy",62051,9830.72
2013,Chile,13.07,1522.0,Sweet potatoes,107692,9830.72
2013,Chile,13.07,1522.0,Wheat,58143,9830.72
2013,Chile,5.94,1522.0,Maize,106321,9830.72
2013,Chile,5.94,1522.0,Potatoes,233767,9830.72
2013,Chile,5.94,1522.0,"Rice, paddy",62051,9830.72
2013,Chile,5.94,1522.0,Sweet potatoes,107692,9830.72
2013,Chile,5.94,1522.0,Wheat,58143,9830.72
1990,Angola,24.12,1010.0,Cassava,41177,64.0
1990,Angola,24.12,1010.0,Maize,2736,64.0
1990,Angola,24.12,1010.0,Potatoes,40000,64.0
1990,Angola,24.12,1010.0,"Rice, paddy",9512,64.0
1990,Angola,24.12,1010.0,Sweet potatoes,89342,64.0
1990,Angola,24.12,1010.0,Wheat,7995,64.0
1991,Angola,24.02,1010.0,Cassava,40295,79.0
1991,Angola,24.02,1010.0,Maize,4013,79.0
1991,Angola,24.02,1010.0,Potatoes,40000,79.0
1991,Angola,24.02,1010.0,"Rice, paddy",10000,79.0
1991,Angola,24.02,1010.0,Sweet potatoes,83001,79.0
1991,Angola,24.02,1010.0,Wheat,8000,79.0
1992,Angola,23.96,1010.0,Cassava,42295,23.0
1992,Angola,23.96,1010.0,Maize,3778,23.0
1992,Angola,23.96,1010.0,Potatoes,40000,23.0
1992,Angola,23.96,1010.0,"Rice, paddy",9106,23.0
1992,Angola,23.96,1010.0,Sweet potatoes,90000,23.0
1992,Angola,23.96,1010.0,Wheat,8000,23.0
1993,Angola,24.15,1010.0,Cassava,42295,169.0
1993,Angola,24.15,1010.0,Maize,2627,169.0
1993,Angola,24.15,1010.0,Potatoes,70000,169.0
1993,Angola,24.15,1010.0,"Rice, paddy",8000,169.0
1993,Angola,24.15,1010.0,Sweet potatoes,88095,169.0
1993,Angola,24.15,1010.0,Wheat,8876,169.0
1994,Angola,24.04,1010.0,Cassava,58596,25.5
1994,Angola,24.04,1010.0,Maize,2463,25.5
1994,Angola,24.04,1010.0,Potatoes,90000,25.5
1994,Angola,24.04,1010.0,"Rice, paddy",8750,25.5
1994,Angola,24.04,1010.0,Sweet potatoes,83192,25.5
1994,Angola,24.04,1010.0,Wheat,10000,25.5
1995,Angola,24.56,1010.0,Cassava,51000,336.0
1995,Angola,24.56,1010.0,Maize,3517,336.0
1995,Angola,24.56,1010.0,Potatoes,76738,336.0
1995,Angola,24.56,1010.0,"Rice, paddy",14615,336.0
1995,Angola,24.56,1010.0,Sweet potatoes,81138,336.0
1995,Angola,24.56,1010.0,Wheat,11855,336.0
1996,Angola,24.11,1010.0,Cassava,48077,40.0
1996,Angola,24.11,1010.0,Maize,6993,40.0
1996,Angola,24.11,1010.0,Potatoes,70000,40.0
1996,Angola,24.11,1010.0,"Rice, paddy",17500,40.0
1996,Angola,24.11,1010.0,Sweet potatoes,85455,40.0
1996,Angola,24.11,1010.0,Wheat,13738,40.0
1997,Angola,24.06,1010.0,Cassava,44205,40.0
1997,Angola,24.06,1010.0,Maize,5959,40.0
1997,Angola,24.06,1010.0,Potatoes,68571,40.0
1997,Angola,24.06,1010.0,"Rice, paddy",20000,40.0
1997,Angola,24.06,1010.0,Sweet potatoes,78098,40.0
1997,Angola,24.06,1010.0,Wheat,15509,40.0
1998,Angola,24.96,1010.0,Cassava,55728,40.0
1998,Angola,24.96,1010.0,Maize,7396,40.0
1998,Angola,24.96,1010.0,Potatoes,62724,40.0
1998,Angola,24.96,1010.0,"Rice, paddy",20000,40.0
1998,Angola,24.96,1010.0,Sweet potatoes,76256,40.0
1998,Angola,24.96,1010.0,Wheat,17143,40.0
1999,Angola,24.37,1010.0,Cassava,59821,40.0
1999,Angola,24.37,1010.0,Maize,6361,40.0
1999,Angola,24.37,1010.0,Potatoes,54597,40.0
1999,Angola,24.37,1010.0,"Rice, paddy",14235,40.0
1999,Angola,24.37,1010.0,Sweet potatoes,82865,40.0
1999,Angola,24.37,1010.0,Wheat,17391,40.0
2000,Angola,24.41,1010.0,Cassava,82992,40.0
2000,Angola,24.41,1010.0,Maize,5745,40.0
2000,Angola,24.41,1010.0,Potatoes,29885,40.0
2000,Angola,24.41,1010.0,"Rice, paddy",13454,40.0
2000,Angola,24.41,1010.0,Sorghum,3333,40.0
2000,Angola,24.41,1010.0,Soybeans,2333,40.0
2000,Angola,24.41,1010.0,Sweet potatoes,34938,40.0
2000,Angola,24.41,1010.0,Wheat,17023,40.0
2001,Angola,24.43,1010.0,Cassava,94072,40.0
2001,Angola,24.43,1010.0,Maize,5754,40.0
2001,Angola,24.43,1010.0,Potatoes,42552,40.0
2001,Angola,24.43,1010.0,"Rice, paddy",13701,40.0
2001,Angola,24.43,1010.0,Sorghum,3571,40.0
2001,Angola,24.43,1010.0,Soybeans,2500,40.0
2001,Angola,24.43,1010.0,Sweet potatoes,44458,40.0
2001,Angola,24.43,1010.0,Wheat,16667,40.0
2002,Angola,24.79,1010.0,Cassava,110071,40.0
2002,Angola,24.79,1010.0,Maize,6706,40.0
2002,Angola,24.79,1010.0,Potatoes,42754,40.0
2002,Angola,24.79,1010.0,"Rice, paddy",13198,40.0
2002,Angola,24.79,1010.0,Sorghum,3400,40.0
2002,Angola,24.79,1010.0,Soybeans,2857,40.0
2002,Angola,24.79,1010.0,Sweet potatoes,42190,40.0
2002,Angola,24.79,1010.0,Wheat,15455,40.0
2004,Angola,24.22,1010.0,Cassava,125605,40.0
2004,Angola,24.22,1010.0,Maize,5404,40.0
2004,Angola,24.22,1010.0,Potatoes,20150,40.0
2004,Angola,24.22,1010.0,"Rice, paddy",11584,40.0
2004,Angola,24.22,1010.0,Sorghum,3333,40.0
2004,Angola,24.22,1010.0,Soybeans,3600,40.0
2004,Angola,24.22,1010.0,Sweet potatoes,45360,40.0
2004,Angola,24.22,1010.0,Wheat,12442,40.0
2005,Angola,24.41,1010.0,Cassava,117628,40.0
2005,Angola,24.41,1010.0,Maize,6736,40.0
2005,Angola,24.41,1010.0,Potatoes,23646,40.0
2005,Angola,24.41,1010.0,"Rice, paddy",6977,40.0
2005,Angola,24.41,1010.0,Sorghum,3333,40.0
2005,Angola,24.41,1010.0,Soybeans,3793,40.0
2005,Angola,24.41,1010.0,Sweet potatoes,46159,40.0
2005,Angola,24.41,1010.0,Wheat,10946,40.0
2006,Angola,24.14,1010.0,Cassava,117201,40.0
2006,Angola,24.14,1010.0,Maize,4687,40.0
2006,Angola,24.14,1010.0,Potatoes,52148,40.0
2006,Angola,24.14,1010.0,"Rice, paddy",4947,40.0
2006,Angola,24.14,1010.0,Sorghum,4091,40.0
2006,Angola,24.14,1010.0,Soybeans,4286,40.0
2006,Angola,24.14,1010.0,Sweet potatoes,44240,40.0
2006,Angola,24.14,1010.0,Wheat,10000,40.0
2007,Angola,24.24,1010.0,Cassava,115387,40.0
2007,Angola,24.24,1010.0,Maize,5091,40.0
2007,Angola,24.24,1010.0,Potatoes,62138,40.0
2007,Angola,24.24,1010.0,"Rice, paddy",5143,40.0
2007,Angola,24.24,1010.0,Sorghum,4031,40.0
2007,Angola,24.24,1010.0,Soybeans,6883,40.0
2007,Angola,24.24,1010.0,Sweet potatoes,58855,40.0
2007,Angola,24.24,1010.0,Wheat,10000,40.0
2008,Angola,24.27,1010.0,Cassava,148084,40.0
2008,Angola,24.27,1010.0,Maize,7946,40.0
2008,Angola,24.27,1010.0,Potatoes,85085,40.0
2008,Angola,24.27,1010.0,"Rice, paddy",5084,40.0
2008,Angola,24.27,1010.0,Sorghum,929,40.0
2008,Angola,24.27,1010.0,Soybeans,8575,40.0
2008,Angola,24.27,1010.0,Sweet potatoes,65437,40.0
2008,Angola,24.27,1010.0,Wheat,10000,40.0
2009,Angola,24.33,1010.0,Cassava,151759,40.0
2009,Angola,24.33,1010.0,Maize,6614,40.0
2009,Angola,24.33,1010.0,Potatoes,86509,40.0
2009,Angola,24.33,1010.0,"Rice, paddy",6028,40.0
2009,Angola,24.33,1010.0,Sorghum,2480,40.0
2009,Angola,24.33,1010.0,Soybeans,4449,40.0
2009,Angola,24.33,1010.0,Sweet potatoes,66475,40.0
2009,Angola,24.33,1010.0,Wheat,10000,40.0
2010,Angola,24.44,1010.0,Cassava,155782,40.0
2010,Angola,24.44,1010.0,Maize,7200,40.0
2010,Angola,24.44,1010.0,Potatoes,87425,40.0
2010,Angola,24.44,1010.0,"Rice, paddy",7403,40.0
2010,Angola,24.44,1010.0,Sorghum,2814,40.0
2010,Angola,24.44,1010.0,Soybeans,4446,40.0
2010,Angola,24.44,1010.0,Sweet potatoes,63001,40.0
2010,Angola,24.44,1010.0,Wheat,10526,40.0
2011,Angola,24.15,1010.0,Cassava,133649,40.0
2011,Angola,24.15,1010.0,Maize,7376,40.0
2011,Angola,24.15,1010.0,Potatoes,81366,40.0
2011,Angola,24.15,1010.0,"Rice, paddy",8914,40.0
2011,Angola,24.15,1010.0,Sorghum,3320,40.0
2011,Angola,24.15,1010.0,Soybeans,5294,40.0
2011,Angola,24.15,1010.0,Sweet potatoes,65512,40.0
2011,Angola,24.15,1010.0,Wheat,10959,40.0
2012,Angola,24.24,1010.0,Cassava,100073,40.0
2012,Angola,24.24,1010.0,Maize,7770,40.0
2012,Angola,24.24,1010.0,Potatoes,69381,40.0
2012,Angola,24.24,1010.0,"Rice, paddy",7703,40.0
2012,Angola,24.24,1010.0,Sorghum,998,40.0
2012,Angola,24.24,1010.0,Soybeans,1641,40.0
2012,Angola,24.24,1010.0,Sweet potatoes,52954,40.0
2012,Angola,24.24,1010.0,Wheat,11258,40.0
2013,Angola,24.55,1010.0,Cassava,140517,40.0
2013,Angola,24.55,1010.0,Maize,9467,40.0
2013,Angola,24.55,1010.0,Potatoes,63303,40.0
2013,Angola,24.55,1010.0,"Rice, paddy",12744,40.0
2013,Angola,24.55,1010.0,Sorghum,2415,40.0
2013,Angola,24.55,1010.0,Soybeans,4405,40.0
2013,Angola,24.55,1010.0,Sweet potatoes,73409,40.0
2013,Angola,24.55,1010.0,Wheat,9022,40.0
1990,Zambia,21.43,1020.0,Cassava,62040,1080.0
1990,Zambia,21.43,1020.0,Maize,14316,1080.0
1990,Zambia,21.43,1020.0,Potatoes,90000,1080.0
1990,Zambia,21.43,1020.0,"Rice, paddy",9664,1080.0
1990,Zambia,21.43,1020.0,Sorghum,4042,1080.0
1990,Zambia,21.43,1020.0,Soybeans,8986,1080.0
1990,Zambia,21.43,1020.0,Sweet potatoes,54000,1080.0
1990,Zambia,21.43,1020.0,Wheat,43938,1080.0
1991,Zambia,20.84,1020.0,Cassava,62000,1080.0
1991,Zambia,20.84,1020.0,Maize,17140,1080.0
1991,Zambia,20.84,1020.0,Potatoes,90909,1080.0
1991,Zambia,20.84,1020.0,"Rice, paddy",10857,1080.0
1991,Zambia,20.84,1020.0,Sorghum,6587,1080.0
1991,Zambia,20.84,1020.0,Soybeans,9491,1080.0
1991,Zambia,20.84,1020.0,Sweet potatoes,43077,1080.0
1991,Zambia,20.84,1020.0,Wheat,43841,1080.0
1992,Zambia,21.85,1020.0,Cassava,61679,1080.0
1992,Zambia,21.85,1020.0,Maize,7311,1080.0
1992,Zambia,21.85,1020.0,Potatoes,88889,1080.0
1992,Zambia,21.85,1020.0,"Rice, paddy",5764,1080.0
1992,Zambia,21.85,1020.0,Sorghum,3226,1080.0
1992,Zambia,21.85,1020.0,Soybeans,3075,1080.0
1992,Zambia,21.85,1020.0,Sweet potatoes,33333,1080.0
1992,Zambia,21.85,1020.0,Wheat,41004,1080.0
1993,Zambia,21.0,1020.0,Cassava,62000,1080.0
1993,Zambia,21.0,1020.0,Maize,25228,1080.0
1993,Zambia,21.0,1020.0,Potatoes,90909,1080.0
1993,Zambia,21.0,1020.0,"Rice, paddy",10138,1080.0
1993,Zambia,21.0,1020.0,Sorghum,7613,1080.0
1993,Zambia,21.0,1020.0,Soybeans,13090,1080.0
1993,Zambia,21.0,1020.0,Sweet potatoes,30556,1080.0
1993,Zambia,21.0,1020.0,Wheat,50737,1080.0
1994,Zambia,21.2,1020.0,Cassava,61430,1080.0
1994,Zambia,21.2,1020.0,Maize,15025,1080.0
1994,Zambia,21.2,1020.0,Potatoes,90000,1080.0
1994,Zambia,21.2,1020.0,"Rice, paddy",8859,1080.0
1994,Zambia,21.2,1020.0,Sorghum,6348,1080.0
1994,Zambia,21.2,1020.0,Soybeans,9679,1080.0
1994,Zambia,21.2,1020.0,Sweet potatoes,26500,1080.0
1994,Zambia,21.2,1020.0,Wheat,52692,1080.0
1995,Zambia,21.86,1020.0,Cassava,61268,716.0
1995,Zambia,21.86,1020.0,Maize,14185,716.0
1995,Zambia,21.86,1020.0,Potatoes,88889,716.0
1995,Zambia,21.86,1020.0,"Rice, paddy",12426,716.0
1995,Zambia,21.86,1020.0,Sorghum,6571,716.0
1995,Zambia,21.86,1020.0,Soybeans,9759,716.0
1995,Zambia,21.86,1020.0,Sweet potatoes,21250,716.0
1995,Zambia,21.86,1020.0,Wheat,48705,716.0
1996,Zambia,21.19,1020.0,Cassava,61172,1670.0
1996,Zambia,21.19,1020.0,Maize,20864,1670.0
1996,Zambia,21.19,1020.0,Potatoes,90909,1670.0
1996,Zambia,21.19,1020.0,"Rice, paddy",13447,1670.0
1996,Zambia,21.19,1020.0,Sorghum,7450,1670.0
1996,Zambia,21.19,1020.0,Soybeans,15727,1670.0
1996,Zambia,21.19,1020.0,Sweet potatoes,20000,1670.0
1996,Zambia,21.19,1020.0,Wheat,55771,1670.0
1997,Zambia,20.9,1020.0,Cassava,61978,1670.0
1997,Zambia,20.9,1020.0,Maize,14794,1670.0
1997,Zambia,20.9,1020.0,Potatoes,90000,1670.0
1997,Zambia,20.9,1020.0,"Rice, paddy",10049,1670.0
1997,Zambia,20.9,1020.0,Sorghum,6877,1670.0
1997,Zambia,20.9,1020.0,Soybeans,16958,1670.0
1997,Zambia,20.9,1020.0,Sweet potatoes,17000,1670.0
1997,Zambia,20.9,1020.0,Wheat,66221,1670.0
1998,Zambia,21.32,1020.0,Cassava,62000,1670.0
1998,Zambia,21.32,1020.0,Maize,12503,1670.0
1998,Zambia,21.32,1020.0,Potatoes,88889,1670.0
1998,Zambia,21.32,1020.0,"Rice, paddy",7059,1670.0
1998,Zambia,21.32,1020.0,Sorghum,7082,1670.0
1998,Zambia,21.32,1020.0,Soybeans,10595,1670.0
1998,Zambia,21.32,1020.0,Sweet potatoes,15152,1670.0
1998,Zambia,21.32,1020.0,Wheat,56681,1670.0
1999,Zambia,20.53,1020.0,Cassava,57107,1670.0
1999,Zambia,20.53,1020.0,Maize,13759,1670.0
1999,Zambia,20.53,1020.0,Potatoes,90909,1670.0
1999,Zambia,20.53,1020.0,"Rice, paddy",9119,1670.0
1999,Zambia,20.53,1020.0,Sorghum,6954,1670.0
1999,Zambia,20.53,1020.0,Soybeans,22785,1670.0
1999,Zambia,20.53,1020.0,Sweet potatoes,14054,1670.0
1999,Zambia,20.53,1020.0,Wheat,69777,1670.0
2000,Zambia,20.66,1020.0,Cassava,49409,1670.0
2000,Zambia,20.66,1020.0,Maize,17720,1670.0
2000,Zambia,20.66,1020.0,Potatoes,90909,1670.0
2000,Zambia,20.66,1020.0,"Rice, paddy",11333,1670.0
2000,Zambia,20.66,1020.0,Sorghum,7700,1670.0
2000,Zambia,20.66,1020.0,Soybeans,17067,1670.0
2000,Zambia,20.66,1020.0,Sweet potatoes,13213,1670.0
2000,Zambia,20.66,1020.0,Wheat,62102,1670.0
2001,Zambia,20.9,1020.0,Cassava,53409,1670.0
2001,Zambia,20.9,1020.0,Maize,13780,1670.0
2001,Zambia,20.9,1020.0,Potatoes,107450,1670.0
2001,Zambia,20.9,1020.0,"Rice, paddy",12562,1670.0
2001,Zambia,20.9,1020.0,Sorghum,7713,1670.0
2001,Zambia,20.9,1020.0,Soybeans,6043,1670.0
2001,Zambia,20.9,1020.0,Sweet potatoes,10275,1670.0
2001,Zambia,20.9,1020.0,Wheat,66667,1670.0
2002,Zambia,21.55,1020.0,Cassava,55538,1670.0
2002,Zambia,21.55,1020.0,Maize,14097,1670.0
2002,Zambia,21.55,1020.0,Potatoes,115006,1670.0
2002,Zambia,21.55,1020.0,"Rice, paddy",12857,1670.0
2002,Zambia,21.55,1020.0,Sorghum,7637,1670.0
2002,Zambia,21.55,1020.0,Soybeans,11250,1670.0
2002,Zambia,21.55,1020.0,Sweet potatoes,19969,1670.0
2002,Zambia,21.55,1020.0,Wheat,62500,1670.0
2004,Zambia,20.79,1020.0,Cassava,58000,1670.0
2004,Zambia,20.79,1020.0,Maize,19239,1670.0
2004,Zambia,20.79,1020.0,Potatoes,127573,1670.0
2004,Zambia,20.79,1020.0,"Rice, paddy",13751,1670.0
2004,Zambia,20.79,1020.0,Sorghum,5797,1670.0
2004,Zambia,20.79,1020.0,Soybeans,12973,1670.0
2004,Zambia,20.79,1020.0,Sweet potatoes,38881,1670.0
2004,Zambia,20.79,1020.0,Wheat,61181,1670.0
2005,Zambia,21.97,1020.0,Cassava,58667,1670.0
2005,Zambia,21.97,1020.0,Maize,18594,1670.0
2005,Zambia,21.97,1020.0,Potatoes,144245,1670.0
2005,Zambia,21.97,1020.0,"Rice, paddy",12864,1670.0
2005,Zambia,21.97,1020.0,Sorghum,8588,1670.0
2005,Zambia,21.97,1020.0,Soybeans,16371,1670.0
2005,Zambia,21.97,1020.0,Sweet potatoes,29828,1670.0
2005,Zambia,21.97,1020.0,Wheat,62104,1670.0
2006,Zambia,21.05,1020.0,Cassava,57917,1670.0
2006,Zambia,21.05,1020.0,Maize,18992,1670.0
2006,Zambia,21.05,1020.0,Potatoes,140000,1670.0
2006,Zambia,21.05,1020.0,"Rice, paddy",9726,1670.0
2006,Zambia,21.05,1020.0,Sorghum,6013,1670.0
2006,Zambia,21.05,1020.0,Soybeans,13708,1670.0
2006,Zambia,21.05,1020.0,Sweet potatoes,31527,1670.0
2006,Zambia,21.05,1020.0,Wheat,54946,1670.0
2007,Zambia,20.87,1020.0,Cassava,57917,1670.0
2007,Zambia,20.87,1020.0,Maize,23342,1670.0
2007,Zambia,20.87,1020.0,Potatoes,131818,1670.0
2007,Zambia,20.87,1020.0,"Rice, paddy",15126,1670.0
2007,Zambia,20.87,1020.0,Sorghum,6589,1670.0
2007,Zambia,20.87,1020.0,Soybeans,16013,1670.0
2007,Zambia,20.87,1020.0,Sweet potatoes,27702,1670.0
2007,Zambia,20.87,1020.0,Wheat,61511,1670.0
2008,Zambia,20.66,1020.0,Cassava,57834,1670.0
2008,Zambia,20.66,1020.0,Maize,22442,1670.0
2008,Zambia,20.66,1020.0,Potatoes,101051,1670.0
2008,Zambia,20.66,1020.0,"Rice, paddy",13833,1670.0
2008,Zambia,20.66,1020.0,Sorghum,2976,1670.0
2008,Zambia,20.66,1020.0,Soybeans,18642,1670.0
2008,Zambia,20.66,1020.0,Sweet potatoes,35714,1670.0
2008,Zambia,20.66,1020.0,Wheat,99387,1670.0
2009,Zambia,20.76,1020.0,Cassava,58043,1670.0
2009,Zambia,20.76,1020.0,Maize,20692,1670.0
2009,Zambia,20.76,1020.0,Potatoes,172628,1670.0
2009,Zambia,20.76,1020.0,"Rice, paddy",16390,1670.0
2009,Zambia,20.76,1020.0,Sorghum,6777,1670.0
2009,Zambia,20.76,1020.0,Soybeans,18893,1670.0
2009,Zambia,20.76,1020.0,Sweet potatoes,33057,1670.0
2009,Zambia,20.76,1020.0,Wheat,56991,1670.0
2010,Zambia,21.34,1020.0,Cassava,57968,1670.0
2010,Zambia,21.34,1020.0,Maize,25871,1670.0
2010,Zambia,21.34,1020.0,Potatoes,162228,1670.0
2010,Zambia,21.34,1020.0,"Rice, paddy",16778,1670.0
2010,Zambia,21.34,1020.0,Sorghum,9593,1670.0
2010,Zambia,21.34,1020.0,Soybeans,18409,1670.0
2010,Zambia,21.34,1020.0,Sweet potatoes,36651,1670.0
2010,Zambia,21.34,1020.0,Wheat,63118,1670.0
2011,Zambia,20.88,1020.0,Cassava,57754,1670.0
2011,Zambia,20.88,1020.0,Maize,27414,1670.0
2011,Zambia,20.88,1020.0,Potatoes,156005,1670.0
2011,Zambia,20.88,1020.0,"Rice, paddy",17974,1670.0
2011,Zambia,20.88,1020.0,Sorghum,8223,1670.0
2011,Zambia,20.88,1020.0,Soybeans,19427,1670.0
2011,Zambia,20.88,1020.0,Sweet potatoes,33930,1670.0
2011,Zambia,20.88,1020.0,Wheat,63068,1670.0
2012,Zambia,20.8,1020.0,Cassava,58188,1670.0
2012,Zambia,20.8,1020.0,Maize,26545,1670.0
2012,Zambia,20.8,1020.0,Potatoes,155862,1670.0
2012,Zambia,20.8,1020.0,"Rice, paddy",17255,1670.0
2012,Zambia,20.8,1020.0,Sorghum,9787,1670.0
2012,Zambia,20.8,1020.0,Soybeans,23941,1670.0
2012,Zambia,20.8,1020.0,Sweet potatoes,39181,1670.0
2012,Zambia,20.8,1020.0,Wheat,68135,1670.0
2013,Zambia,20.14,1020.0,Cassava,58248,1670.0
2013,Zambia,20.14,1020.0,Maize,25382,1670.0
2013,Zambia,20.14,1020.0,Potatoes,158337,1670.0
2013,Zambia,20.14,1020.0,"Rice, paddy",11617,1670.0
2013,Zambia,20.14,1020.0,Sorghum,6478,1670.0
2013,Zambia,20.14,1020.0,Soybeans,20909,1670.0
2013,Zambia,20.14,1020.0,Sweet potatoes,38873,1670.0
2013,Zambia,20.14,1020.0,Wheat,65435,1670.0
1990,Nicaragua,27.03,2280.0,Cassava,110417,575.0
1990,Nicaragua,27.03,2280.0,Maize,12825,575.0
1990,Nicaragua,27.03,2280.0,Plantains and others,100000,575.0
1990,Nicaragua,27.03,2280.0,Potatoes,143750,575.0
1990,Nicaragua,27.03,2280.0,"Rice, paddy",26326,575.0
1990,Nicaragua,27.03,2280.0,Sorghum,16210,575.0
1990,Nicaragua,27.03,2280.0,Soybeans,16429,575.0
1991,Nicaragua,27.04,2280.0,Cassava,110638,575.0
1991,Nicaragua,27.04,2280.0,Maize,10228,575.0
1991,Nicaragua,27.04,2280.0,Plantains and others,100000,575.0
1991,Nicaragua,27.04,2280.0,Potatoes,141176,575.0
1991,Nicaragua,27.04,2280.0,"Rice, paddy",32527,575.0
1991,Nicaragua,27.04,2280.0,Sorghum,14726,575.0
1991,Nicaragua,27.04,2280.0,Soybeans,14915,575.0
